crop_type,soil_moisture,temperature,humidity,canal_level,wind_speed,crop_age_days,predicted_moisture_6h,water_need_code
Tomato,60.36,33.36,49.73,15.09,7.88,12.0,42.42,1
Groundnut,19.82,33.3,51.1,60.95,3.85,21.2,9.32,2
Cotton,73.41,33.24,56.23,60.67,0.54,80.3,62.42,0
Tomato,51.64,30.5,44.06,57.78,5.53,36.4,35.36,1
Groundnut,78.5,29.28,72.79,55.5,5.68,93.9,62.82,0
Maize,76.46,34.19,65.65,11.55,1.55,10.6,65.69,0
Chilli,71.88,32.21,84.2,14.27,4.36,88.7,56.83,0
Maize,51.11,29.8,48.25,56.01,2.95,107.5,36.81,1
Rice,32.62,22.53,44.36,97.15,0.4,14.9,27.78,2
Groundnut,50.42,34.04,54.72,46.72,2.49,105.4,37.2,1
Rice,22.06,32.92,43.04,52.51,7.28,111.0,5.0,2
Tomato,61.12,26.84,87.04,98.39,2.4,68.9,55.0,0
Tomato,24.38,27.13,74.46,80.12,1.78,41.3,16.11,2
Tomato,50.78,24.93,78.79,79.31,7.53,71.9,41.83,1
Rice,18.81,39.24,76.14,55.43,3.06,44.2,8.33,2
Rice,35.97,37.2,48.36,90.81,7.52,112.7,20.24,2
Cotton,31.25,31.22,42.74,62.31,7.04,69.8,14.7,2
Groundnut,58.4,28.03,58.62,69.1,3.76,97.9,47.76,1
Rice,70.08,34.74,80.6,80.88,3.08,77.1,55.54,0
Tomato,19.01,30.55,53.18,46.59,1.1,41.7,9.52,2
Chilli,74.52,39.52,35.53,95.79,1.52,65.0,57.11,0
Groundnut,75.25,21.1,71.3,98.92,1.86,106.8,71.69,0
Cotton,38.96,20.69,46.0,62.84,3.76,52.1,31.43,1
Cotton,61.13,31.37,64.86,29.98,2.98,47.5,52.86,0
Chilli,43.18,24.07,35.82,79.74,6.4,115.2,26.3,2
Maize,25.79,32.09,62.99,38.99,2.37,46.7,13.98,2
Tomato,52.01,35.63,56.65,61.94,3.4,104.5,33.89,1
Groundnut,21.05,22.76,83.42,17.8,0.98,29.6,13.86,2
Cotton,76.49,28.81,74.7,82.67,2.17,97.1,67.08,0
Rice,79.7,33.77,36.98,96.32,6.26,77.7,67.4,0
Cotton,72.51,36.68,78.42,18.48,5.66,23.2,60.62,0
Rice,54.38,29.93,78.52,75.84,3.22,17.0,46.51,1
Cotton,54.03,24.12,71.49,87.48,4.62,42.8,47.53,1
Cotton,83.92,31.72,86.11,19.86,3.67,82.3,74.34,0
Rice,32.35,29.09,79.18,32.21,7.16,49.6,21.64,2
Maize,20.32,35.44,47.04,45.27,3.16,39.8,5.0,2
Rice,54.34,31.11,55.99,85.31,5.78,74.0,36.33,1
Chilli,38.01,25.59,54.25,54.41,1.75,114.8,28.51,2
Groundnut,37.56,35.09,62.77,22.33,3.47,23.4,27.66,2
Rice,15.5,30.35,87.45,33.07,4.23,80.9,5.0,2
Maize,56.74,23.55,68.86,52.06,0.84,110.4,49.15,1
Groundnut,33.48,31.26,52.21,13.53,4.7,69.5,22.66,2
Tomato,28.15,38.97,86.78,66.79,4.6,116.1,8.8,2
Rice,17.83,34.11,73.51,12.28,1.27,75.8,8.06,2
Maize,40.51,25.98,49.63,80.28,7.99,84.0,34.66,1
Chilli,76.53,34.22,84.86,76.05,0.74,97.0,66.03,0
Chilli,38.57,25.65,53.93,87.89,7.16,32.0,25.21,2
Tomato,62.54,30.85,63.39,24.19,3.93,71.6,50.31,0
Groundnut,67.96,30.53,61.36,64.23,1.78,77.6,58.72,0
Chilli,37.97,24.95,85.8,80.29,0.9,23.2,32.09,1
Tomato,72.51,26.96,49.61,56.42,5.6,60.1,54.87,0
Groundnut,63.43,38.84,53.33,21.77,6.04,94.8,45.57,1
Groundnut,54.15,25.01,71.31,18.9,5.39,14.5,47.48,1
Maize,15.07,36.02,83.76,64.53,3.36,55.5,5.0,2
Rice,17.46,33.35,41.32,54.78,1.38,26.0,8.51,2
Chilli,84.36,30.65,46.54,93.66,6.32,29.3,70.63,0
Chilli,69.76,22.75,87.14,85.05,6.97,66.4,62.61,0
Rice,80.63,24.09,77.75,75.14,3.13,13.2,74.82,0
Chilli,78.16,23.58,54.03,98.42,6.73,56.7,61.54,0
Groundnut,16.43,31.74,54.67,72.51,5.08,12.8,5.0,2
Rice,70.43,39.47,60.82,18.31,4.22,111.8,49.92,1
Cotton,46.58,37.54,72.06,16.98,4.88,107.1,28.34,2
Rice,70.27,20.51,65.86,83.43,0.86,33.3,68.09,0
Cotton,15.47,25.47,77.69,42.46,1.0,17.2,13.66,2
Maize,35.17,23.15,37.98,93.19,5.81,37.6,19.62,2
Rice,67.59,39.51,80.05,20.64,7.76,13.1,51.49,0
Groundnut,70.51,24.71,38.19,27.89,4.06,90.8,58.76,0
Rice,58.38,24.03,83.45,79.59,0.43,73.1,53.71,0
Chilli,36.09,32.42,37.38,86.27,0.54,69.8,18.18,2
Tomato,36.73,31.12,42.03,88.05,3.74,103.7,22.33,2
Groundnut,82.67,24.52,44.91,18.92,5.26,99.0,68.04,0
Cotton,45.74,33.41,47.27,44.36,1.24,55.0,31.04,1
Cotton,46.3,21.94,57.1,68.17,0.26,77.1,38.76,1
Maize,53.66,20.39,71.05,92.69,5.84,58.6,47.36,1
Maize,43.67,21.65,84.09,31.51,1.17,78.6,39.34,1
Chilli,53.69,27.3,63.85,64.03,3.51,26.7,41.68,1
Cotton,45.26,39.5,64.29,22.92,5.87,43.0,31.78,1
Groundnut,72.87,30.94,52.56,77.26,1.0,37.7,62.97,0
Rice,78.63,35.09,79.04,21.48,3.54,28.4,62.91,0
Chilli,80.25,26.43,41.08,100.0,0.89,55.5,70.21,0
Rice,54.5,34.39,51.56,18.3,2.78,89.9,43.0,1
Tomato,45.95,39.32,40.33,71.68,7.3,53.6,21.86,2
Cotton,64.37,27.16,46.78,79.93,5.49,118.1,52.41,0
Tomato,73.68,39.98,67.26,33.22,0.18,43.2,61.9,0
Cotton,54.41,32.77,41.93,32.93,1.08,114.3,41.17,1
Maize,64.0,34.97,40.53,63.65,2.35,31.3,48.32,1
Tomato,67.48,25.04,80.43,66.74,7.16,45.3,57.64,0
Maize,62.35,32.86,41.51,74.85,5.98,28.0,45.88,1
Chilli,67.23,30.22,68.44,62.23,4.94,36.2,53.64,0
Cotton,29.61,39.13,54.36,25.7,1.22,27.3,17.48,2
Chilli,49.89,38.09,84.3,93.17,7.43,78.7,34.11,1
Groundnut,56.18,27.93,73.92,25.0,6.47,32.1,47.31,1
Groundnut,15.17,38.94,38.27,60.87,1.92,19.4,5.0,2
Cotton,74.92,37.7,84.25,92.8,3.23,39.3,62.58,0
Chilli,57.7,31.81,57.76,92.17,3.43,84.6,41.16,1
Tomato,24.04,21.64,51.4,25.11,4.7,57.1,15.93,2
Maize,72.14,23.22,72.0,31.47,3.0,27.2,62.85,0
Rice,65.19,21.54,74.49,64.17,1.68,17.0,66.57,0
Maize,68.08,22.16,51.68,40.34,5.34,90.2,57.56,0
Groundnut,42.44,39.54,54.34,75.78,5.42,87.5,20.92,2
Maize,74.79,24.24,43.6,57.02,3.54,60.8,64.59,0
Rice,43.98,33.82,67.64,33.95,3.89,68.1,29.94,2
Chilli,54.94,32.73,87.63,46.99,0.41,36.5,45.13,1
Groundnut,15.04,32.62,57.91,72.2,3.65,63.4,5.0,2
Groundnut,60.14,24.13,89.79,80.66,6.4,90.1,51.61,0
Tomato,65.27,31.59,44.7,43.26,4.73,94.9,43.41,1
Maize,54.7,32.51,78.79,19.45,7.37,47.5,39.49,1
Chilli,49.76,31.41,86.05,41.79,5.73,84.7,34.6,1
Tomato,71.7,23.72,72.84,66.74,6.22,63.5,60.47,0
Tomato,62.7,34.46,41.01,78.38,3.67,91.3,42.31,1
Tomato,34.47,21.46,52.96,89.17,1.39,86.0,26.72,2
Groundnut,82.14,31.82,39.71,96.57,7.3,92.5,66.44,0
Cotton,64.51,28.73,68.1,57.64,5.27,28.1,56.32,0
Groundnut,84.16,25.01,89.9,89.22,7.28,45.4,78.52,0
Cotton,82.99,36.15,55.61,33.59,4.94,39.1,68.82,0
Groundnut,79.32,23.52,43.96,60.37,3.64,59.2,70.31,0
Rice,67.88,38.66,49.78,58.54,1.08,61.1,54.06,0
Groundnut,57.66,37.69,66.39,79.18,3.18,83.4,44.87,1
Rice,27.05,27.21,66.29,79.58,4.78,72.7,15.66,2
Maize,53.03,26.1,47.64,35.68,7.45,73.8,40.43,1
Chilli,68.58,22.75,76.29,89.73,6.63,79.6,56.94,0
Maize,51.46,38.33,39.84,90.23,4.11,40.0,31.65,1
Rice,75.78,32.55,69.27,95.34,3.58,34.9,64.19,0
Tomato,22.68,20.64,58.41,51.19,0.27,33.7,18.89,2
Cotton,41.67,30.22,41.99,98.87,2.81,95.7,28.13,2
Tomato,50.42,21.72,69.89,80.64,7.85,20.7,38.88,1
Tomato,45.26,31.48,72.02,68.79,5.93,44.8,29.61,2
Groundnut,22.6,30.18,59.2,48.9,4.2,40.8,10.98,2
Rice,25.75,21.66,78.89,85.82,6.9,75.1,16.45,2
Groundnut,73.63,36.32,63.01,78.77,0.18,111.7,60.92,0
Groundnut,48.91,25.25,50.72,62.7,7.66,106.6,34.69,1
Chilli,18.41,30.83,87.45,99.74,5.6,21.6,8.22,2
Rice,16.15,32.78,86.92,32.45,0.11,69.4,8.45,2
Rice,48.14,39.25,40.26,67.76,5.64,14.1,33.92,1
Tomato,26.51,29.88,87.03,38.9,0.67,97.2,17.91,2
Chilli,64.36,38.35,77.65,51.21,5.12,51.2,44.51,1
Rice,70.67,27.1,40.87,40.51,2.41,33.6,60.28,0
Maize,30.98,37.15,63.56,40.11,1.7,63.3,16.59,2
Rice,56.45,24.72,36.92,43.91,5.02,57.9,43.41,1
Chilli,25.81,34.15,67.39,15.1,3.47,113.7,12.73,2
Rice,36.25,21.77,86.33,13.59,0.52,13.7,33.94,1
Cotton,77.22,39.72,55.25,75.24,6.58,114.5,59.03,0
Rice,53.09,39.08,62.97,37.98,2.13,35.8,39.68,1
Tomato,77.01,28.84,47.52,11.91,4.95,26.0,60.91,0
Tomato,30.77,30.48,64.75,17.33,4.87,91.6,17.92,2
Cotton,38.1,31.96,79.14,27.63,0.45,67.5,32.25,1
Rice,47.97,25.5,46.84,14.34,7.98,108.5,34.73,1
Maize,48.61,33.49,65.44,95.15,3.58,69.7,36.11,1
Chilli,84.84,33.97,54.51,61.15,1.64,65.6,68.88,0
Chilli,23.01,30.5,76.13,45.46,3.49,32.7,8.83,2
Cotton,74.64,22.95,73.61,57.94,4.82,114.5,66.92,0
Cotton,75.46,38.38,73.43,20.15,0.02,83.1,63.78,0
Maize,53.72,22.3,55.78,73.17,2.4,76.2,41.86,1
Cotton,39.08,32.58,67.96,97.26,4.29,96.9,25.79,2
Tomato,51.35,22.06,70.81,21.76,5.56,21.1,40.89,1
Groundnut,35.47,22.92,72.44,23.73,2.51,105.3,26.6,2
Chilli,70.94,20.41,66.64,66.58,3.23,65.1,66.98,0
Cotton,49.88,27.27,82.67,23.67,1.77,98.2,44.64,1
Groundnut,79.81,32.79,48.68,21.34,2.34,88.4,67.99,0
Cotton,58.59,30.43,38.07,70.34,5.5,59.6,46.91,1
Groundnut,51.0,33.49,87.94,65.68,2.7,94.7,42.43,1
Chilli,64.77,33.5,38.34,29.6,2.24,89.3,47.4,1
Rice,50.28,22.8,84.66,84.09,2.39,10.4,49.84,1
Maize,78.32,21.15,68.68,19.47,4.9,88.0,68.0,0
Tomato,27.91,32.51,85.53,39.93,4.49,66.0,14.92,2
Groundnut,83.13,33.06,66.07,76.5,3.26,102.3,67.97,0
Tomato,71.85,31.13,80.16,65.25,5.06,99.1,60.55,0
Tomato,75.25,24.92,74.67,64.01,5.14,28.8,66.95,0
Tomato,48.8,36.22,63.88,71.76,0.1,12.4,38.25,1
Chilli,73.6,21.51,54.98,68.18,2.71,31.6,63.36,0
Chilli,36.47,32.65,35.16,88.68,1.95,91.5,18.18,2
Groundnut,68.34,22.41,48.8,61.19,6.63,105.8,53.27,0
Maize,24.83,33.09,87.35,46.12,2.2,87.1,14.91,2
Tomato,36.49,28.35,50.15,78.95,2.54,100.3,22.15,2
Rice,46.2,34.36,76.35,33.33,4.3,74.6,35.41,1
Rice,37.56,21.04,62.97,78.36,4.38,65.7,30.82,1
Maize,42.09,31.1,51.97,35.2,6.49,116.7,21.15,2
Groundnut,72.41,22.9,89.51,53.23,3.1,18.9,65.2,0
Chilli,32.97,33.65,37.58,76.53,2.25,56.3,16.25,2
Groundnut,67.17,22.4,67.01,66.49,4.87,40.6,60.75,0
Rice,20.16,21.47,60.38,17.71,5.83,23.4,8.33,2
Rice,68.6,34.26,39.21,50.19,7.94,76.6,50.51,0
Groundnut,70.44,21.27,46.78,83.07,4.95,39.0,59.7,0
Rice,43.12,24.49,73.18,99.71,3.93,60.9,33.68,1
Rice,65.57,36.49,40.96,52.01,1.06,25.0,50.65,0
Maize,79.06,36.19,79.06,17.73,7.9,52.9,62.82,0
Groundnut,71.05,37.08,69.38,42.96,5.48,32.0,54.59,0
Cotton,42.33,26.52,40.55,54.09,1.32,108.7,29.14,2
Rice,48.89,30.56,50.77,16.61,3.68,67.5,36.93,1
Groundnut,69.56,35.47,42.54,87.78,4.48,97.9,51.52,0
Groundnut,35.48,22.74,78.87,58.49,1.74,63.4,28.85,2
Cotton,71.27,34.49,64.31,47.45,5.86,14.7,58.79,0
Groundnut,37.96,21.95,35.16,45.75,5.2,86.4,26.03,2
Tomato,71.42,38.27,64.86,12.55,1.87,15.3,56.03,0
Groundnut,21.08,32.75,61.55,56.7,7.92,53.5,5.03,2
Tomato,18.11,29.87,70.37,52.8,7.59,70.2,5.0,2
Cotton,84.84,29.69,36.92,41.13,2.12,95.8,73.59,0
Chilli,75.86,23.63,36.95,69.28,3.53,108.8,64.47,0
Cotton,76.8,26.92,54.22,46.99,7.16,32.5,69.61,0
Chilli,81.59,34.54,72.87,61.46,3.25,83.0,66.66,0
Chilli,45.68,30.82,71.66,89.65,7.64,61.7,28.75,2
Chilli,35.08,30.59,50.3,42.75,1.6,94.4,18.23,2
Cotton,24.1,23.9,46.88,45.81,5.79,113.4,15.25,2
Cotton,50.08,33.81,72.57,87.93,4.8,68.6,37.11,1
Rice,30.4,27.84,36.49,42.23,2.77,41.5,24.0,2
Cotton,80.49,23.66,65.62,49.54,5.74,97.8,77.79,0
Chilli,15.28,38.88,58.33,82.07,0.19,67.9,5.0,2
Tomato,25.02,30.14,48.15,63.27,1.85,107.1,7.29,2
Chilli,32.25,30.56,63.62,94.05,2.09,72.3,21.18,2
Groundnut,28.93,39.63,46.94,52.36,0.94,113.1,16.1,2
Groundnut,30.8,27.33,66.04,53.11,0.27,11.9,21.76,2
Groundnut,60.92,38.86,43.19,13.86,2.82,91.3,46.9,1
Maize,37.93,33.9,57.31,27.76,1.75,48.1,21.23,2
Cotton,58.05,32.66,63.07,58.6,1.06,83.5,45.57,1
Maize,77.32,24.69,36.74,26.84,1.26,113.7,66.98,0
Cotton,57.18,21.04,68.59,50.82,6.61,81.9,52.11,0
Chilli,63.62,28.76,76.27,35.5,0.76,91.9,54.18,0
Tomato,40.59,20.2,87.58,11.87,5.8,27.4,36.14,1
Tomato,26.18,21.42,46.17,52.76,0.43,28.8,21.86,2
Rice,37.44,31.91,46.48,68.16,0.33,73.1,28.64,2
Rice,82.5,34.49,51.77,40.44,3.54,57.4,67.47,0
Maize,58.53,23.36,83.99,79.89,3.05,22.2,51.87,0
Maize,34.43,34.65,57.38,23.14,4.37,90.1,20.45,2
Rice,46.56,38.99,51.6,18.22,5.62,86.9,29.6,2
Maize,73.49,34.86,75.76,94.14,2.48,20.1,63.03,0
Chilli,61.79,35.69,37.09,92.95,1.56,15.4,43.73,1
Tomato,54.25,34.01,65.18,46.59,6.58,51.7,38.22,1
Maize,76.96,24.49,59.76,47.79,1.32,79.6,66.86,0
Maize,62.07,27.22,69.37,86.59,6.39,108.3,49.99,1
Chilli,59.99,38.99,75.21,57.75,4.7,57.8,42.32,1
Maize,28.28,33.22,52.87,20.54,2.31,19.3,15.63,2
Cotton,22.45,35.78,70.0,20.34,2.51,102.5,12.5,2
Tomato,82.56,39.37,63.84,21.8,2.97,23.7,63.23,0
Maize,56.92,24.63,42.37,80.27,4.73,80.1,46.15,1
Maize,44.1,26.43,83.49,64.17,7.84,55.5,33.45,1
Tomato,56.23,32.9,76.5,36.98,2.55,110.1,41.09,1
Cotton,19.33,20.49,85.69,24.59,7.53,87.5,10.58,2
Tomato,72.55,31.42,74.62,21.11,1.64,10.0,66.35,0
Tomato,30.17,36.17,48.46,76.72,0.9,51.0,13.96,2
Cotton,71.32,32.21,58.68,89.73,4.26,29.8,59.95,0
Groundnut,52.41,25.91,56.28,57.8,7.81,41.2,37.95,1
Cotton,34.36,34.48,36.97,79.54,3.88,53.9,22.97,2
Groundnut,17.11,22.92,57.58,35.48,6.4,69.6,9.05,2
Groundnut,72.11,37.9,54.01,62.71,3.78,97.8,56.7,0
Maize,27.35,22.02,35.22,49.42,6.8,19.5,15.59,2
Cotton,18.63,37.27,81.59,17.89,6.5,58.5,7.36,2
Tomato,67.91,29.96,42.91,53.86,5.49,103.6,48.67,1
Maize,39.5,28.57,62.55,86.21,4.92,57.5,27.98,2
Chilli,42.25,30.01,78.16,14.66,4.15,67.1,30.23,1
Groundnut,32.29,24.0,68.25,52.94,7.65,95.6,21.86,2
Groundnut,75.14,29.15,44.31,88.59,4.46,88.4,57.84,0
Maize,35.81,36.99,69.0,81.11,2.7,66.1,25.0,2
Chilli,29.71,36.02,76.67,54.41,7.06,116.4,13.91,2
Tomato,36.65,23.26,82.01,25.42,5.28,14.0,27.23,2
Cotton,29.22,33.47,52.53,86.37,4.47,16.0,18.77,2
Chilli,37.24,37.14,36.87,23.78,5.46,57.0,12.7,2
Chilli,20.81,36.4,68.44,34.91,2.79,27.4,6.04,2
Cotton,26.1,28.51,47.42,21.18,3.37,33.8,12.21,2
Chilli,44.19,20.96,77.95,51.31,1.56,26.5,40.02,1
Rice,76.56,38.62,72.39,66.63,6.84,86.2,59.01,0
Tomato,19.01,27.92,77.53,84.44,5.32,56.3,9.93,2
Tomato,29.89,27.22,88.21,51.52,6.59,101.8,21.45,2
Cotton,78.58,35.19,67.15,97.36,2.54,37.5,71.51,0
Rice,77.3,25.28,84.74,63.63,7.96,78.6,70.19,0
Tomato,62.56,36.69,70.3,64.4,2.86,33.5,47.63,1
Chilli,31.83,21.52,45.0,25.78,2.83,11.6,24.42,2
Cotton,44.39,34.81,78.96,27.11,7.69,85.8,32.16,1
Chilli,29.79,39.32,73.15,61.9,5.24,26.0,9.39,2
Groundnut,24.0,39.92,88.79,74.88,7.47,86.3,9.26,2
Groundnut,41.6,38.48,48.39,28.42,4.99,86.0,24.52,2
Rice,55.31,37.42,53.32,53.56,1.97,83.5,42.2,1
Groundnut,40.2,25.58,80.18,42.06,3.13,75.1,28.37,2
Chilli,57.76,39.33,38.46,49.49,6.87,107.3,33.75,1
Chilli,35.74,38.56,69.83,29.99,3.92,18.3,20.99,2
Rice,39.21,30.69,64.45,22.67,5.67,112.5,26.08,2
Chilli,70.35,28.04,44.29,38.85,1.33,17.3,58.16,0
Cotton,76.48,22.19,44.08,88.2,3.2,64.5,66.38,0
Chilli,37.54,31.81,79.56,82.47,6.72,111.6,18.86,2
Rice,55.01,34.01,35.85,19.15,7.53,39.6,38.14,1
Chilli,34.47,28.08,76.08,17.9,2.59,102.2,23.45,2
Groundnut,18.73,28.12,75.3,54.37,1.38,75.3,10.34,2
Cotton,66.65,31.47,70.73,34.96,0.19,104.7,61.42,0
Rice,26.97,20.56,57.52,84.11,1.02,15.3,20.43,2
Groundnut,44.8,39.16,36.56,53.76,6.69,71.2,23.32,2
Groundnut,49.09,25.8,79.1,86.74,3.65,30.8,45.5,1
Tomato,27.91,22.82,41.91,19.74,2.33,12.0,18.34,2
Cotton,21.62,20.11,50.44,97.31,6.21,85.8,13.77,2
Maize,39.36,37.14,87.07,79.04,6.35,92.5,23.1,2
Chilli,81.66,37.26,51.6,75.87,2.9,91.0,64.28,0
Maize,58.06,21.91,49.03,94.62,7.21,90.0,42.06,1
Cotton,41.7,23.04,88.54,52.33,3.7,98.0,36.27,1
Groundnut,17.72,28.96,39.73,23.4,2.09,61.7,5.91,2
Cotton,57.02,23.71,43.84,54.72,7.2,48.2,44.97,1
Groundnut,21.46,34.72,59.11,83.37,1.22,94.8,9.0,2
Groundnut,52.98,21.16,78.32,87.36,7.97,83.3,46.05,1
Rice,67.64,30.99,83.64,53.97,4.91,32.0,58.95,0
Tomato,44.65,27.66,76.56,75.91,7.32,57.9,35.3,1
Cotton,35.96,29.3,88.69,32.23,1.43,30.0,29.69,2
Chilli,18.32,28.5,35.93,30.75,3.11,95.7,5.0,2
Rice,16.73,23.06,69.07,62.76,6.99,37.2,9.31,2
Rice,45.1,24.41,41.4,47.96,6.7,78.5,32.53,1
Chilli,76.83,21.3,85.07,24.49,6.97,90.9,70.51,0
Chilli,32.08,22.31,86.44,78.52,2.24,119.1,26.64,2
Tomato,55.18,39.56,51.67,57.89,4.94,57.6,31.77,1
Tomato,62.9,25.6,80.52,56.84,3.12,106.0,55.35,0
Rice,19.26,26.14,69.67,27.04,2.57,83.1,10.37,2
Chilli,25.72,22.54,40.53,31.7,4.16,10.9,14.76,2
Rice,38.19,35.1,68.15,72.34,5.72,53.0,23.78,2
Chilli,61.91,38.48,88.68,86.67,4.15,53.4,47.79,1
Maize,45.73,35.8,51.95,25.95,1.84,23.2,33.74,1
Maize,66.39,32.25,35.06,83.11,6.46,58.1,48.26,1
Cotton,75.73,36.26,88.72,80.93,7.82,22.8,63.37,0
Chilli,68.09,28.08,57.77,83.34,2.9,101.9,51.19,0
Cotton,84.46,37.19,58.7,62.36,6.79,49.8,68.45,0
Cotton,67.81,35.97,74.19,41.67,6.91,30.1,53.35,0
Groundnut,74.65,20.03,68.24,79.39,2.08,76.2,70.45,0
Cotton,73.27,29.76,51.61,53.2,5.64,104.3,60.94,0
Chilli,66.12,25.29,40.5,29.97,7.51,112.8,47.5,1
Maize,71.13,21.72,80.5,46.21,5.92,108.4,63.32,0
Tomato,80.43,36.92,61.59,51.19,0.24,107.0,64.5,0
Chilli,48.26,20.16,71.99,55.48,4.84,48.3,36.43,1
Rice,59.68,34.6,82.33,90.78,6.23,65.6,48.96,1
Groundnut,51.05,39.76,35.97,47.0,4.95,50.8,33.45,1
Groundnut,74.57,29.64,82.27,35.63,0.23,111.4,66.15,0
Rice,45.2,27.42,76.35,96.61,0.96,20.2,40.12,1
Cotton,72.38,32.12,87.08,31.78,6.41,71.0,61.52,0
Rice,70.95,36.09,47.85,11.0,3.9,37.2,52.95,0
Cotton,82.33,24.81,52.73,86.48,7.66,103.5,75.7,0
Rice,32.42,25.01,71.38,95.9,3.32,47.3,26.91,2
Maize,64.67,32.14,85.92,71.39,6.57,105.0,52.87,0
Chilli,67.98,38.8,89.6,46.69,0.28,112.1,53.42,0
Cotton,80.54,25.97,57.92,58.94,6.73,28.9,73.45,0
Maize,78.48,27.54,64.66,84.88,6.87,93.0,62.49,0
Groundnut,55.15,39.87,44.38,89.68,2.9,48.5,37.19,1
Cotton,55.54,23.52,73.17,19.23,2.48,54.4,51.95,0
Tomato,26.71,21.54,81.06,88.12,7.28,40.2,17.16,2
Cotton,83.25,31.8,78.93,65.56,6.22,77.8,74.34,0
Cotton,32.85,20.49,54.02,12.91,4.78,47.7,27.0,2
Maize,65.73,23.61,87.98,19.76,3.49,91.5,59.79,0
Cotton,70.71,32.44,41.62,14.1,7.3,95.6,54.38,0
Groundnut,45.89,33.19,62.17,95.37,5.98,53.5,32.26,1
Cotton,29.78,30.21,65.5,48.39,3.33,10.5,25.24,2
Cotton,28.23,27.67,64.51,74.41,3.97,17.3,20.74,2
Chilli,74.95,31.52,76.68,10.15,0.79,40.1,66.25,0
Tomato,50.75,32.87,68.53,81.39,6.49,114.9,34.6,1
Cotton,21.31,36.07,39.24,53.38,6.73,53.3,5.0,2
Maize,65.19,35.86,44.89,93.12,2.85,91.9,47.97,1
Chilli,32.51,33.3,64.27,56.88,2.48,113.0,17.03,2
Tomato,76.35,37.88,73.2,80.99,2.02,47.6,56.94,0
Tomato,36.67,36.76,63.28,66.65,1.39,71.7,22.63,2
Rice,29.02,22.66,54.55,56.85,7.58,103.8,16.09,2
Groundnut,20.94,39.13,37.81,95.34,6.07,77.6,5.0,2
Rice,50.81,37.83,78.22,54.6,3.47,22.3,36.91,1
Rice,46.55,26.42,62.35,90.31,0.88,94.7,42.8,1
Groundnut,67.59,20.4,64.63,13.25,1.12,109.5,61.69,0
Chilli,47.52,32.08,60.79,69.17,5.68,94.6,34.5,1
Maize,39.07,28.77,49.59,92.05,1.62,92.8,26.97,2
Cotton,33.32,34.99,50.2,90.93,2.78,93.1,20.46,2
Maize,34.47,30.49,38.49,53.65,7.66,77.4,19.88,2
Rice,79.95,21.53,73.92,52.49,4.65,37.3,72.4,0
Cotton,26.56,24.89,49.95,82.95,6.47,110.2,15.99,2
Tomato,84.17,37.65,51.42,40.15,0.83,24.2,69.27,0
Chilli,37.88,20.75,89.64,94.34,2.64,101.0,34.05,1
Groundnut,21.19,34.73,56.22,32.56,7.16,49.5,5.0,2
Groundnut,32.41,25.84,63.09,16.7,6.48,84.1,20.8,2
Maize,19.09,29.05,56.26,79.47,5.79,98.6,6.51,2
Cotton,70.3,30.62,50.96,46.43,4.7,97.8,58.74,0
Chilli,50.88,25.0,35.32,42.02,2.15,27.7,41.61,1
Maize,38.59,33.04,82.02,38.88,4.68,77.2,26.68,2
Rice,61.34,33.87,61.02,98.24,0.41,33.6,52.4,0
Maize,59.15,21.7,74.59,61.45,1.62,22.3,57.46,0
Chilli,80.79,27.48,87.73,99.27,4.15,66.5,70.85,0
Groundnut,82.29,34.89,35.16,40.92,0.02,118.6,69.34,0
Rice,62.65,34.43,72.13,47.26,1.86,118.0,50.38,0
Cotton,72.25,30.89,41.53,29.06,1.22,73.1,59.0,0
Groundnut,70.47,35.55,60.19,48.73,2.76,94.9,55.31,0
Groundnut,49.39,22.15,81.57,15.58,6.87,37.5,40.84,1
Maize,64.31,22.36,38.93,10.05,7.58,34.7,52.76,0
Rice,20.48,33.15,89.43,50.78,1.32,87.7,11.03,2
Tomato,68.06,33.87,66.95,77.14,1.85,96.5,53.96,0
Groundnut,82.33,36.29,56.72,49.34,6.78,91.6,66.53,0
Groundnut,20.95,23.62,36.07,56.62,1.38,21.5,15.67,2
Chilli,73.53,30.34,67.28,50.11,5.93,49.2,59.82,0
Rice,80.31,33.22,62.22,57.41,0.68,14.9,72.83,0
Rice,30.83,24.47,46.84,79.8,5.19,96.5,19.47,2
Maize,51.74,30.34,61.97,82.34,2.13,44.3,37.85,1
Chilli,79.95,32.77,35.7,85.43,6.0,57.3,58.13,0
Rice,82.22,24.29,89.97,29.12,4.15,73.7,75.84,0
Cotton,23.95,27.51,53.27,51.21,1.43,10.1,18.42,2
Chilli,39.43,24.33,61.41,84.79,3.22,49.0,29.84,2
Rice,63.87,38.06,78.16,94.77,4.11,90.0,52.12,0
Rice,30.51,24.74,74.2,58.87,7.97,41.5,24.73,2
Maize,37.73,22.42,83.87,54.37,3.84,72.8,29.97,2
Cotton,16.63,20.7,86.77,78.81,1.21,117.5,17.84,2
Cotton,25.75,20.9,45.4,99.25,4.44,23.0,15.74,2
Maize,54.36,23.83,56.47,48.33,1.76,39.5,50.68,0
Tomato,60.72,32.16,72.77,24.86,7.04,85.2,44.21,1
Groundnut,60.42,20.35,37.48,85.09,6.67,75.8,49.0,1
Maize,69.49,25.73,74.43,73.94,1.03,117.6,61.79,0
Tomato,44.07,21.16,35.27,23.06,4.71,13.8,31.93,1
